pair_id,variant,asset,horizon,regime,split,fidelity,fill_model,markout_5s_pp,pnl_pp
smoke-slow-000036,CONTROL,BTC,1h,NORMAL_VOL-STRONG_UP,VALIDATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000036,QUANT_V1,BTC,1h,NORMAL_VOL-STRONG_UP,VALIDATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000037,CONTROL,ETH,1h,NORMAL_VOL-STRONG_UP,VALIDATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000037,QUANT_V1,ETH,1h,NORMAL_VOL-STRONG_UP,VALIDATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000038,CONTROL,BTC,4h,NORMAL_VOL-STRONG_UP,VALIDATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000038,QUANT_V1,BTC,4h,NORMAL_VOL-STRONG_UP,VALIDATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000039,CONTROL,ETH,4h,NORMAL_VOL-STRONG_UP,VALIDATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000039,QUANT_V1,ETH,4h,NORMAL_VOL-STRONG_UP,VALIDATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000040,CONTROL,BTC,5m,HIGH_VOL-STRONG_DOWN,VALIDATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000040,QUANT_V1,BTC,5m,HIGH_VOL-STRONG_DOWN,VALIDATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000041,CONTROL,ETH,5m,HIGH_VOL-STRONG_DOWN,VALIDATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000041,QUANT_V1,ETH,5m,HIGH_VOL-STRONG_DOWN,VALIDATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000042,CONTROL,BTC,15m,HIGH_VOL-STRONG_DOWN,VALIDATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000042,QUANT_V1,BTC,15m,HIGH_VOL-STRONG_DOWN,VALIDATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000043,CONTROL,ETH,15m,HIGH_VOL-STRONG_DOWN,VALIDATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000043,QUANT_V1,ETH,15m,HIGH_VOL-STRONG_DOWN,VALIDATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000044,CONTROL,BTC,1h,HIGH_VOL-STRONG_DOWN,VALIDATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000044,QUANT_V1,BTC,1h,HIGH_VOL-STRONG_DOWN,VALIDATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000045,CONTROL,ETH,1h,HIGH_VOL-STRONG_DOWN,VALIDATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000045,QUANT_V1,ETH,1h,HIGH_VOL-STRONG_DOWN,VALIDATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000046,CONTROL,BTC,4h,HIGH_VOL-STRONG_DOWN,VALIDATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000046,QUANT_V1,BTC,4h,HIGH_VOL-STRONG_DOWN,VALIDATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000047,CONTROL,ETH,4h,HIGH_VOL-STRONG_DOWN,VALIDATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000047,QUANT_V1,ETH,4h,HIGH_VOL-STRONG_DOWN,VALIDATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000048,CONTROL,BTC,5m,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,EXACT,CONSERVATIVE,,0.0
smoke-slow-000048,QUANT_V1,BTC,5m,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,EXACT,CONSERVATIVE,,0.0
smoke-slow-000049,CONTROL,ETH,5m,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,EXACT,CONSERVATIVE,,0.0
smoke-slow-000049,QUANT_V1,ETH,5m,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,EXACT,CONSERVATIVE,,0.0
smoke-slow-000050,CONTROL,BTC,15m,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,EXACT,CONSERVATIVE,,0.0
smoke-slow-000050,QUANT_V1,BTC,15m,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,EXACT,CONSERVATIVE,,0.0
smoke-slow-000051,CONTROL,ETH,15m,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,EXACT,CONSERVATIVE,,0.0
smoke-slow-000051,QUANT_V1,ETH,15m,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,EXACT,CONSERVATIVE,,0.0
smoke-slow-000052,CONTROL,BTC,1h,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,PROXY,CONSERVATIVE,,0.0
smoke-slow-000052,QUANT_V1,BTC,1h,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,PROXY,CONSERVATIVE,,0.0
smoke-slow-000053,CONTROL,ETH,1h,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,PROXY,CONSERVATIVE,,0.0
smoke-slow-000053,QUANT_V1,ETH,1h,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,PROXY,CONSERVATIVE,,0.0
smoke-slow-000054,CONTROL,BTC,4h,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,PROXY,CONSERVATIVE,,0.0
smoke-slow-000054,QUANT_V1,BTC,4h,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,PROXY,CONSERVATIVE,,0.0
smoke-slow-000055,CONTROL,ETH,4h,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,PROXY,CONSERVATIVE,,0.0
smoke-slow-000055,QUANT_V1,ETH,4h,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,PROXY,CONSERVATIVE,,0.0
smoke-slow-000056,CONTROL,BTC,5m,NORMAL_VOL-STRONG_UP,OUT_OF_SAMPLE,EXACT,CONSERVATIVE,,0.0
smoke-slow-000056,QUANT_V1,BTC,5m,NORMAL_VOL-STRONG_UP,OUT_OF_SAMPLE,EXACT,CONSERVATIVE,,0.0
smoke-slow-000057,CONTROL,ETH,5m,NORMAL_VOL-STRONG_UP,OUT_OF_SAMPLE,EXACT,CONSERVATIVE,,0.0
smoke-slow-000057,QUANT_V1,ETH,5m,NORMAL_VOL-STRONG_UP,OUT_OF_SAMPLE,EXACT,CONSERVATIVE,,0.0
smoke-slow-000058,CONTROL,BTC,15m,NORMAL_VOL-STRONG_UP,OUT_OF_SAMPLE,EXACT,CONSERVATIVE,,0.0
smoke-slow-000058,QUANT_V1,BTC,15m,NORMAL_VOL-STRONG_UP,OUT_OF_SAMPLE,EXACT,CONSERVATIVE,,0.0
smoke-slow-000059,CONTROL,ETH,15m,NORMAL_VOL-STRONG_UP,OUT_OF_SAMPLE,EXACT,CONSERVATIVE,,0.0
smoke-slow-000059,QUANT_V1,ETH,15m,NORMAL_VOL-STRONG_UP,OUT_OF_SAMPLE,EXACT,CONSERVATIVE,,0.0
smoke-slow-000060,CONTROL,BTC,1h,NORMAL_VOL-STRONG_UP,OUT_OF_SAMPLE,PROXY,CONSERVATIVE,,0.0
smoke-slow-000060,QUANT_V1,BTC,1h,NORMAL_VOL-STRONG_UP,OUT_OF_SAMPLE,PROXY,CONSERVATIVE,,0.0
smoke-slow-000061,CONTROL,ETH,1h,NORMAL_VOL-STRONG_UP,OUT_OF_SAMPLE,PROXY,CONSERVATIVE,,0.0
smoke-slow-000061,QUANT_V1,ETH,1h,NORMAL_VOL-STRONG_UP,OUT_OF_SAMPLE,PROXY,CONSERVATIVE,,0.0
smoke-slow-000062,CONTROL,BTC,4h,NORMAL_VOL-STRONG_UP,OUT_OF_SAMPLE,PROXY,CONSERVATIVE,,0.0
smoke-slow-000062,QUANT_V1,BTC,4h,NORMAL_VOL-STRONG_UP,OUT_OF_SAMPLE,PROXY,CONSERVATIVE,,0.0
smoke-slow-000063,CONTROL,ETH,4h,NORMAL_VOL-STRONG_UP,OUT_OF_SAMPLE,PROXY,CONSERVATIVE,,0.0
smoke-slow-000063,QUANT_V1,ETH,4h,NORMAL_VOL-STRONG_UP,OUT_OF_SAMPLE,PROXY,CONSERVATIVE,,0.0
smoke-slow-000064,CONTROL,BTC,5m,HIGH_VOL-STRONG_DOWN,OUT_OF_SAMPLE,EXACT,CONSERVATIVE,,0.0
smoke-slow-000064,QUANT_V1,BTC,5m,HIGH_VOL-STRONG_DOWN,OUT_OF_SAMPLE,EXACT,CONSERVATIVE,,0.0
smoke-slow-000065,CONTROL,ETH,5m,HIGH_VOL-STRONG_DOWN,OUT_OF_SAMPLE,EXACT,CONSERVATIVE,,0.0
smoke-slow-000065,QUANT_V1,ETH,5m,HIGH_VOL-STRONG_DOWN,OUT_OF_SAMPLE,EXACT,CONSERVATIVE,,0.0
smoke-slow-000066,CONTROL,BTC,15m,HIGH_VOL-STRONG_DOWN,OUT_OF_SAMPLE,EXACT,CONSERVATIVE,,0.0
smoke-slow-000066,QUANT_V1,BTC,15m,HIGH_VOL-STRONG_DOWN,OUT_OF_SAMPLE,EXACT,CONSERVATIVE,,0.0
smoke-slow-000067,CONTROL,ETH,15m,HIGH_VOL-STRONG_DOWN,OUT_OF_SAMPLE,EXACT,CONSERVATIVE,,0.0
smoke-slow-000067,QUANT_V1,ETH,15m,HIGH_VOL-STRONG_DOWN,OUT_OF_SAMPLE,EXACT,CONSERVATIVE,,0.0
smoke-slow-000068,CONTROL,BTC,1h,HIGH_VOL-STRONG_DOWN,OUT_OF_SAMPLE,PROXY,CONSERVATIVE,,0.0
smoke-slow-000068,QUANT_V1,BTC,1h,HIGH_VOL-STRONG_DOWN,OUT_OF_SAMPLE,PROXY,CONSERVATIVE,,0.0
smoke-slow-000069,CONTROL,ETH,1h,HIGH_VOL-STRONG_DOWN,OUT_OF_SAMPLE,PROXY,CONSERVATIVE,,0.0
smoke-slow-000069,QUANT_V1,ETH,1h,HIGH_VOL-STRONG_DOWN,OUT_OF_SAMPLE,PROXY,CONSERVATIVE,,0.0
smoke-slow-000070,CONTROL,BTC,4h,HIGH_VOL-STRONG_DOWN,OUT_OF_SAMPLE,PROXY,CONSERVATIVE,,0.0
smoke-slow-000070,QUANT_V1,BTC,4h,HIGH_VOL-STRONG_DOWN,OUT_OF_SAMPLE,PROXY,CONSERVATIVE,,0.0
smoke-slow-000071,CONTROL,ETH,4h,HIGH_VOL-STRONG_DOWN,OUT_OF_SAMPLE,PROXY,CONSERVATIVE,,0.0
smoke-slow-000071,QUANT_V1,ETH,4h,HIGH_VOL-STRONG_DOWN,OUT_OF_SAMPLE,PROXY,CONSERVATIVE,,0.0
smoke-slow-000072,CONTROL,BTC,5m,LOW_VOL-SIDEWAYS,EXPLORATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000072,QUANT_V1,BTC,5m,LOW_VOL-SIDEWAYS,EXPLORATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000073,CONTROL,ETH,5m,LOW_VOL-SIDEWAYS,EXPLORATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000073,QUANT_V1,ETH,5m,LOW_VOL-SIDEWAYS,EXPLORATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000074,CONTROL,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000074,QUANT_V1,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000075,CONTROL,ETH,15m,LOW_VOL-SIDEWAYS,EXPLORATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000075,QUANT_V1,ETH,15m,LOW_VOL-SIDEWAYS,EXPLORATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000076,CONTROL,BTC,1h,LOW_VOL-SIDEWAYS,EXPLORATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000076,QUANT_V1,BTC,1h,LOW_VOL-SIDEWAYS,EXPLORATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000077,CONTROL,ETH,1h,LOW_VOL-SIDEWAYS,EXPLORATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000077,QUANT_V1,ETH,1h,LOW_VOL-SIDEWAYS,EXPLORATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000078,CONTROL,BTC,4h,LOW_VOL-SIDEWAYS,EXPLORATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000078,QUANT_V1,BTC,4h,LOW_VOL-SIDEWAYS,EXPLORATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000079,CONTROL,ETH,4h,LOW_VOL-SIDEWAYS,EXPLORATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000079,QUANT_V1,ETH,4h,LOW_VOL-SIDEWAYS,EXPLORATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000080,CONTROL,BTC,5m,NORMAL_VOL-STRONG_UP,EXPLORATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000080,QUANT_V1,BTC,5m,NORMAL_VOL-STRONG_UP,EXPLORATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000081,CONTROL,ETH,5m,NORMAL_VOL-STRONG_UP,EXPLORATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000081,QUANT_V1,ETH,5m,NORMAL_VOL-STRONG_UP,EXPLORATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000082,CONTROL,BTC,15m,NORMAL_VOL-STRONG_UP,EXPLORATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000082,QUANT_V1,BTC,15m,NORMAL_VOL-STRONG_UP,EXPLORATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000083,CONTROL,ETH,15m,NORMAL_VOL-STRONG_UP,EXPLORATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000083,QUANT_V1,ETH,15m,NORMAL_VOL-STRONG_UP,EXPLORATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000084,CONTROL,BTC,1h,NORMAL_VOL-STRONG_UP,EXPLORATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000084,QUANT_V1,BTC,1h,NORMAL_VOL-STRONG_UP,EXPLORATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000085,CONTROL,ETH,1h,NORMAL_VOL-STRONG_UP,EXPLORATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000085,QUANT_V1,ETH,1h,NORMAL_VOL-STRONG_UP,EXPLORATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000086,CONTROL,BTC,4h,NORMAL_VOL-STRONG_UP,EXPLORATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000086,QUANT_V1,BTC,4h,NORMAL_VOL-STRONG_UP,EXPLORATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000087,CONTROL,ETH,4h,NORMAL_VOL-STRONG_UP,EXPLORATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000087,QUANT_V1,ETH,4h,NORMAL_VOL-STRONG_UP,EXPLORATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000088,CONTROL,BTC,5m,HIGH_VOL-STRONG_DOWN,EXPLORATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000088,QUANT_V1,BTC,5m,HIGH_VOL-STRONG_DOWN,EXPLORATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000089,CONTROL,ETH,5m,HIGH_VOL-STRONG_DOWN,EXPLORATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000089,QUANT_V1,ETH,5m,HIGH_VOL-STRONG_DOWN,EXPLORATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000090,CONTROL,BTC,15m,HIGH_VOL-STRONG_DOWN,EXPLORATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000090,QUANT_V1,BTC,15m,HIGH_VOL-STRONG_DOWN,EXPLORATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000091,CONTROL,ETH,15m,HIGH_VOL-STRONG_DOWN,EXPLORATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000091,QUANT_V1,ETH,15m,HIGH_VOL-STRONG_DOWN,EXPLORATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000092,CONTROL,BTC,1h,HIGH_VOL-STRONG_DOWN,EXPLORATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000092,QUANT_V1,BTC,1h,HIGH_VOL-STRONG_DOWN,EXPLORATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000093,CONTROL,ETH,1h,HIGH_VOL-STRONG_DOWN,EXPLORATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000093,QUANT_V1,ETH,1h,HIGH_VOL-STRONG_DOWN,EXPLORATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000094,CONTROL,BTC,4h,HIGH_VOL-STRONG_DOWN,EXPLORATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000094,QUANT_V1,BTC,4h,HIGH_VOL-STRONG_DOWN,EXPLORATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000095,CONTROL,ETH,4h,HIGH_VOL-STRONG_DOWN,EXPLORATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000095,QUANT_V1,ETH,4h,HIGH_VOL-STRONG_DOWN,EXPLORATION,PROXY,CONSERVATIVE,,0.0
smoke-slow-000096,CONTROL,BTC,5m,LOW_VOL-SIDEWAYS,VALIDATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000096,QUANT_V1,BTC,5m,LOW_VOL-SIDEWAYS,VALIDATION,EXACT,CONSERVATIVE,,0.0
smoke-slow-000097,CONTROL,ETH,5m,LOW_VOL-SIDEWAYS,VALIDATION,EXACT,CONSERVATIVE,,0.0
