pair_id,variant,asset,horizon,regime,split,fidelity,fill_model,markout_5s_pp,pnl_pp
smoke-base-000020,CONTROL,BTC,1h,HIGH_VOL-STRONG_DOWN,EXPLORATION,PROXY,BASE,,0.0
smoke-base-000020,QUANT_V1,BTC,1h,HIGH_VOL-STRONG_DOWN,EXPLORATION,PROXY,BASE,,0.0
smoke-base-000021,CONTROL,ETH,1h,HIGH_VOL-STRONG_DOWN,EXPLORATION,PROXY,BASE,,0.0
smoke-base-000021,QUANT_V1,ETH,1h,HIGH_VOL-STRONG_DOWN,EXPLORATION,PROXY,BASE,,0.0
smoke-base-000022,CONTROL,BTC,4h,HIGH_VOL-STRONG_DOWN,EXPLORATION,PROXY,BASE,,0.0
smoke-base-000022,QUANT_V1,BTC,4h,HIGH_VOL-STRONG_DOWN,EXPLORATION,PROXY,BASE,,0.0
smoke-base-000023,CONTROL,ETH,4h,HIGH_VOL-STRONG_DOWN,EXPLORATION,PROXY,BASE,,0.0
smoke-base-000023,QUANT_V1,ETH,4h,HIGH_VOL-STRONG_DOWN,EXPLORATION,PROXY,BASE,,0.0
smoke-base-000024,CONTROL,BTC,5m,LOW_VOL-SIDEWAYS,VALIDATION,EXACT,BASE,,0.0
smoke-base-000024,QUANT_V1,BTC,5m,LOW_VOL-SIDEWAYS,VALIDATION,EXACT,BASE,,0.0
smoke-base-000025,CONTROL,ETH,5m,LOW_VOL-SIDEWAYS,VALIDATION,EXACT,BASE,,0.0
smoke-base-000025,QUANT_V1,ETH,5m,LOW_VOL-SIDEWAYS,VALIDATION,EXACT,BASE,,0.0
smoke-base-000026,CONTROL,BTC,15m,LOW_VOL-SIDEWAYS,VALIDATION,EXACT,BASE,,0.0
smoke-base-000026,QUANT_V1,BTC,15m,LOW_VOL-SIDEWAYS,VALIDATION,EXACT,BASE,,0.0
smoke-base-000027,CONTROL,ETH,15m,LOW_VOL-SIDEWAYS,VALIDATION,EXACT,BASE,,0.0
smoke-base-000027,QUANT_V1,ETH,15m,LOW_VOL-SIDEWAYS,VALIDATION,EXACT,BASE,,0.0
smoke-base-000028,CONTROL,BTC,1h,LOW_VOL-SIDEWAYS,VALIDATION,PROXY,BASE,,0.0
smoke-base-000028,QUANT_V1,BTC,1h,LOW_VOL-SIDEWAYS,VALIDATION,PROXY,BASE,,0.0
smoke-base-000029,CONTROL,ETH,1h,LOW_VOL-SIDEWAYS,VALIDATION,PROXY,BASE,,0.0
smoke-base-000029,QUANT_V1,ETH,1h,LOW_VOL-SIDEWAYS,VALIDATION,PROXY,BASE,,0.0
smoke-base-000030,CONTROL,BTC,4h,LOW_VOL-SIDEWAYS,VALIDATION,PROXY,BASE,,0.0
smoke-base-000030,QUANT_V1,BTC,4h,LOW_VOL-SIDEWAYS,VALIDATION,PROXY,BASE,,0.0
smoke-base-000031,CONTROL,ETH,4h,LOW_VOL-SIDEWAYS,VALIDATION,PROXY,BASE,,0.0
smoke-base-000031,QUANT_V1,ETH,4h,LOW_VOL-SIDEWAYS,VALIDATION,PROXY,BASE,,0.0
smoke-base-000032,CONTROL,BTC,5m,NORMAL_VOL-STRONG_UP,VALIDATION,EXACT,BASE,,0.0
smoke-base-000032,QUANT_V1,BTC,5m,NORMAL_VOL-STRONG_UP,VALIDATION,EXACT,BASE,,0.0
smoke-base-000033,CONTROL,ETH,5m,NORMAL_VOL-STRONG_UP,VALIDATION,EXACT,BASE,,0.0
smoke-base-000033,QUANT_V1,ETH,5m,NORMAL_VOL-STRONG_UP,VALIDATION,EXACT,BASE,,0.0
smoke-base-000034,CONTROL,BTC,15m,NORMAL_VOL-STRONG_UP,VALIDATION,EXACT,BASE,,0.0
smoke-base-000034,QUANT_V1,BTC,15m,NORMAL_VOL-STRONG_UP,VALIDATION,EXACT,BASE,,0.0
smoke-base-000035,CONTROL,ETH,15m,NORMAL_VOL-STRONG_UP,VALIDATION,EXACT,BASE,,0.0
smoke-base-000035,QUANT_V1,ETH,15m,NORMAL_VOL-STRONG_UP,VALIDATION,EXACT,BASE,,0.0
smoke-base-000036,CONTROL,BTC,1h,NORMAL_VOL-STRONG_UP,VALIDATION,PROXY,BASE,,0.0
smoke-base-000036,QUANT_V1,BTC,1h,NORMAL_VOL-STRONG_UP,VALIDATION,PROXY,BASE,,0.0
smoke-base-000037,CONTROL,ETH,1h,NORMAL_VOL-STRONG_UP,VALIDATION,PROXY,BASE,,0.0
smoke-base-000037,QUANT_V1,ETH,1h,NORMAL_VOL-STRONG_UP,VALIDATION,PROXY,BASE,,0.0
smoke-base-000038,CONTROL,BTC,4h,NORMAL_VOL-STRONG_UP,VALIDATION,PROXY,BASE,,0.0
smoke-base-000038,QUANT_V1,BTC,4h,NORMAL_VOL-STRONG_UP,VALIDATION,PROXY,BASE,,0.0
smoke-base-000039,CONTROL,ETH,4h,NORMAL_VOL-STRONG_UP,VALIDATION,PROXY,BASE,,0.0
smoke-base-000039,QUANT_V1,ETH,4h,NORMAL_VOL-STRONG_UP,VALIDATION,PROXY,BASE,,0.0
smoke-base-000040,CONTROL,BTC,5m,HIGH_VOL-STRONG_DOWN,VALIDATION,EXACT,BASE,,0.0
smoke-base-000040,QUANT_V1,BTC,5m,HIGH_VOL-STRONG_DOWN,VALIDATION,EXACT,BASE,,0.0
smoke-base-000041,CONTROL,ETH,5m,HIGH_VOL-STRONG_DOWN,VALIDATION,EXACT,BASE,,0.0
smoke-base-000041,QUANT_V1,ETH,5m,HIGH_VOL-STRONG_DOWN,VALIDATION,EXACT,BASE,,0.0
smoke-base-000042,CONTROL,BTC,15m,HIGH_VOL-STRONG_DOWN,VALIDATION,EXACT,BASE,,0.0
smoke-base-000042,QUANT_V1,BTC,15m,HIGH_VOL-STRONG_DOWN,VALIDATION,EXACT,BASE,,0.0
smoke-base-000043,CONTROL,ETH,15m,HIGH_VOL-STRONG_DOWN,VALIDATION,EXACT,BASE,,0.0
smoke-base-000043,QUANT_V1,ETH,15m,HIGH_VOL-STRONG_DOWN,VALIDATION,EXACT,BASE,,0.0
smoke-base-000044,CONTROL,BTC,1h,HIGH_VOL-STRONG_DOWN,VALIDATION,PROXY,BASE,,0.0
smoke-base-000044,QUANT_V1,BTC,1h,HIGH_VOL-STRONG_DOWN,VALIDATION,PROXY,BASE,,0.0
smoke-base-000045,CONTROL,ETH,1h,HIGH_VOL-STRONG_DOWN,VALIDATION,PROXY,BASE,,0.0
smoke-base-000045,QUANT_V1,ETH,1h,HIGH_VOL-STRONG_DOWN,VALIDATION,PROXY,BASE,,0.0
smoke-base-000046,CONTROL,BTC,4h,HIGH_VOL-STRONG_DOWN,VALIDATION,PROXY,BASE,,0.0
smoke-base-000046,QUANT_V1,BTC,4h,HIGH_VOL-STRONG_DOWN,VALIDATION,PROXY,BASE,,0.0
smoke-base-000047,CONTROL,ETH,4h,HIGH_VOL-STRONG_DOWN,VALIDATION,PROXY,BASE,,0.0
smoke-base-000047,QUANT_V1,ETH,4h,HIGH_VOL-STRONG_DOWN,VALIDATION,PROXY,BASE,,0.0
smoke-base-000048,CONTROL,BTC,5m,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,EXACT,BASE,,0.0
smoke-base-000048,QUANT_V1,BTC,5m,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,EXACT,BASE,,0.0
smoke-base-000049,CONTROL,ETH,5m,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,EXACT,BASE,,0.0
smoke-base-000049,QUANT_V1,ETH,5m,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,EXACT,BASE,,0.0
smoke-base-000050,CONTROL,BTC,15m,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,EXACT,BASE,,0.0
smoke-base-000050,QUANT_V1,BTC,15m,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,EXACT,BASE,,0.0
smoke-base-000051,CONTROL,ETH,15m,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,EXACT,BASE,,0.0
smoke-base-000051,QUANT_V1,ETH,15m,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,EXACT,BASE,,0.0
smoke-base-000052,CONTROL,BTC,1h,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,PROXY,BASE,,0.0
smoke-base-000052,QUANT_V1,BTC,1h,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,PROXY,BASE,,0.0
smoke-base-000053,CONTROL,ETH,1h,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,PROXY,BASE,,0.0
smoke-base-000053,QUANT_V1,ETH,1h,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,PROXY,BASE,,0.0
smoke-base-000054,CONTROL,BTC,4h,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,PROXY,BASE,,0.0
smoke-base-000054,QUANT_V1,BTC,4h,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,PROXY,BASE,,0.0
smoke-base-000055,CONTROL,ETH,4h,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,PROXY,BASE,,0.0
smoke-base-000055,QUANT_V1,ETH,4h,LOW_VOL-SIDEWAYS,OUT_OF_SAMPLE,PROXY,BASE,,0.0
smoke-base-000056,CONTROL,BTC,5m,NORMAL_VOL-STRONG_UP,OUT_OF_SAMPLE,EXACT,BASE,,0.0
smoke-base-000056,QUANT_V1,BTC,5m,NORMAL_VOL-STRONG_UP,OUT_OF_SAMPLE,EXACT,BASE,,0.0
smoke-base-000057,CONTROL,ETH,5m,NORMAL_VOL-STRONG_UP,OUT_OF_SAMPLE,EXACT,BASE,,0.0
smoke-base-000057,QUANT_V1,ETH,5m,NORMAL_VOL-STRONG_UP,OUT_OF_SAMPLE,EXACT,BASE,,0.0
smoke-base-000058,CONTROL,BTC,15m,NORMAL_VOL-STRONG_UP,OUT_OF_SAMPLE,EXACT,BASE,,0.0
smoke-base-000058,QUANT_V1,BTC,15m,NORMAL_VOL-STRONG_UP,OUT_OF_SAMPLE,EXACT,BASE,,0.0
smoke-base-000059,CONTROL,ETH,15m,NORMAL_VOL-STRONG_UP,OUT_OF_SAMPLE,EXACT,BASE,,0.0
smoke-base-000059,QUANT_V1,ETH,15m,NORMAL_VOL-STRONG_UP,OUT_OF_SAMPLE,EXACT,BASE,,0.0
smoke-base-000060,CONTROL,BTC,1h,NORMAL_VOL-STRONG_UP,OUT_OF_SAMPLE,PROXY,BASE,,0.0
smoke-base-000060,QUANT_V1,BTC,1h,NORMAL_VOL-STRONG_UP,OUT_OF_SAMPLE,PROXY,BASE,,0.0
smoke-base-000061,CONTROL,ETH,1h,NORMAL_VOL-STRONG_UP,OUT_OF_SAMPLE,PROXY,BASE,,0.0
smoke-base-000061,QUANT_V1,ETH,1h,NORMAL_VOL-STRONG_UP,OUT_OF_SAMPLE,PROXY,BASE,,0.0
smoke-base-000062,CONTROL,BTC,4h,NORMAL_VOL-STRONG_UP,OUT_OF_SAMPLE,PROXY,BASE,,0.0
smoke-base-000062,QUANT_V1,BTC,4h,NORMAL_VOL-STRONG_UP,OUT_OF_SAMPLE,PROXY,BASE,,0.0
smoke-base-000063,CONTROL,ETH,4h,NORMAL_VOL-STRONG_UP,OUT_OF_SAMPLE,PROXY,BASE,,0.0
smoke-base-000063,QUANT_V1,ETH,4h,NORMAL_VOL-STRONG_UP,OUT_OF_SAMPLE,PROXY,BASE,,0.0
smoke-base-000064,CONTROL,BTC,5m,HIGH_VOL-STRONG_DOWN,OUT_OF_SAMPLE,EXACT,BASE,,0.0
smoke-base-000064,QUANT_V1,BTC,5m,HIGH_VOL-STRONG_DOWN,OUT_OF_SAMPLE,EXACT,BASE,,0.0
smoke-base-000065,CONTROL,ETH,5m,HIGH_VOL-STRONG_DOWN,OUT_OF_SAMPLE,EXACT,BASE,,0.0
smoke-base-000065,QUANT_V1,ETH,5m,HIGH_VOL-STRONG_DOWN,OUT_OF_SAMPLE,EXACT,BASE,,0.0
smoke-base-000066,CONTROL,BTC,15m,HIGH_VOL-STRONG_DOWN,OUT_OF_SAMPLE,EXACT,BASE,,0.0
smoke-base-000066,QUANT_V1,BTC,15m,HIGH_VOL-STRONG_DOWN,OUT_OF_SAMPLE,EXACT,BASE,,0.0
smoke-base-000067,CONTROL,ETH,15m,HIGH_VOL-STRONG_DOWN,OUT_OF_SAMPLE,EXACT,BASE,,0.0
smoke-base-000067,QUANT_V1,ETH,15m,HIGH_VOL-STRONG_DOWN,OUT_OF_SAMPLE,EXACT,BASE,,0.0
smoke-base-000068,CONTROL,BTC,1h,HIGH_VOL-STRONG_DOWN,OUT_OF_SAMPLE,PROXY,BASE,,0.0
smoke-base-000068,QUANT_V1,BTC,1h,HIGH_VOL-STRONG_DOWN,OUT_OF_SAMPLE,PROXY,BASE,,0.0
smoke-base-000069,CONTROL,ETH,1h,HIGH_VOL-STRONG_DOWN,OUT_OF_SAMPLE,PROXY,BASE,,0.0
smoke-base-000069,QUANT_V1,ETH,1h,HIGH_VOL-STRONG_DOWN,OUT_OF_SAMPLE,PROXY,BASE,,0.0
smoke-base-000070,CONTROL,BTC,4h,HIGH_VOL-STRONG_DOWN,OUT_OF_SAMPLE,PROXY,BASE,,0.0
smoke-base-000070,QUANT_V1,BTC,4h,HIGH_VOL-STRONG_DOWN,OUT_OF_SAMPLE,PROXY,BASE,,0.0
smoke-base-000071,CONTROL,ETH,4h,HIGH_VOL-STRONG_DOWN,OUT_OF_SAMPLE,PROXY,BASE,,0.0
smoke-base-000071,QUANT_V1,ETH,4h,HIGH_VOL-STRONG_DOWN,OUT_OF_SAMPLE,PROXY,BASE,,0.0
smoke-base-000072,CONTROL,BTC,5m,LOW_VOL-SIDEWAYS,EXPLORATION,EXACT,BASE,,0.0
smoke-base-000072,QUANT_V1,BTC,5m,LOW_VOL-SIDEWAYS,EXPLORATION,EXACT,BASE,,0.0
smoke-base-000073,CONTROL,ETH,5m,LOW_VOL-SIDEWAYS,EXPLORATION,EXACT,BASE,,0.0
smoke-base-000073,QUANT_V1,ETH,5m,LOW_VOL-SIDEWAYS,EXPLORATION,EXACT,BASE,,0.0
smoke-base-000074,CONTROL,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,EXACT,BASE,,0.0
smoke-base-000074,QUANT_V1,BTC,15m,LOW_VOL-SIDEWAYS,EXPLORATION,EXACT,BASE,,0.0
smoke-base-000075,CONTROL,ETH,15m,LOW_VOL-SIDEWAYS,EXPLORATION,EXACT,BASE,,0.0
smoke-base-000075,QUANT_V1,ETH,15m,LOW_VOL-SIDEWAYS,EXPLORATION,EXACT,BASE,,0.0
smoke-base-000076,CONTROL,BTC,1h,LOW_VOL-SIDEWAYS,EXPLORATION,PROXY,BASE,,0.0
smoke-base-000076,QUANT_V1,BTC,1h,LOW_VOL-SIDEWAYS,EXPLORATION,PROXY,BASE,,0.0
smoke-base-000077,CONTROL,ETH,1h,LOW_VOL-SIDEWAYS,EXPLORATION,PROXY,BASE,,0.0
smoke-base-000077,QUANT_V1,ETH,1h,LOW_VOL-SIDEWAYS,EXPLORATION,PROXY,BASE,,0.0
smoke-base-000078,CONTROL,BTC,4h,LOW_VOL-SIDEWAYS,EXPLORATION,PROXY,BASE,,0.0
smoke-base-000078,QUANT_V1,BTC,4h,LOW_VOL-SIDEWAYS,EXPLORATION,PROXY,BASE,,0.0
smoke-base-000079,CONTROL,ETH,4h,LOW_VOL-SIDEWAYS,EXPLORATION,PROXY,BASE,,0.0
smoke-base-000079,QUANT_V1,ETH,4h,LOW_VOL-SIDEWAYS,EXPLORATION,PROXY,BASE,,0.0
smoke-base-000080,CONTROL,BTC,5m,NORMAL_VOL-STRONG_UP,EXPLORATION,EXACT,BASE,,0.0
smoke-base-000080,QUANT_V1,BTC,5m,NORMAL_VOL-STRONG_UP,EXPLORATION,EXACT,BASE,,0.0
smoke-base-000081,CONTROL,ETH,5m,NORMAL_VOL-STRONG_UP,EXPLORATION,EXACT,BASE,,0.0
smoke-base-000081,QUANT_V1,ETH,5m,NORMAL_VOL-STRONG_UP,EXPLORATION,EXACT,BASE,,0.0
smoke-base-000082,CONTROL,BTC,15m,NORMAL_VOL-STRONG_UP,EXPLORATION,EXACT,BASE,,0.0
smoke-base-000082,QUANT_V1,BTC,15m,NORMAL_VOL-STRONG_UP,EXPLORATION,EXACT,BASE,,0.0
smoke-base-000083,CONTROL,ETH,15m,NORMAL_VOL-STRONG_UP,EXPLORATION,EXACT,BASE,,0.0
smoke-base-000083,QUANT_V1,ETH,15m,NORMAL_VOL-STRONG_UP,EXPLORATION,EXACT,BASE,,0.0
smoke-base-000084,CONTROL,BTC,1h,NORMAL_VOL-STRONG_UP,EXPLORATION,PROXY,BASE,,0.0
smoke-base-000084,QUANT_V1,BTC,1h,NORMAL_VOL-STRONG_UP,EXPLORATION,PROXY,BASE,,0.0
smoke-base-000085,CONTROL,ETH,1h,NORMAL_VOL-STRONG_UP,EXPLORATION,PROXY,BASE,,0.0
smoke-base-000085,QUANT_V1,ETH,1h,NORMAL_VOL-STRONG_UP,EXPLORATION,PROXY,BASE,,0.0
smoke-base-000086,CONTROL,BTC,4h,NORMAL_VOL-STRONG_UP,EXPLORATION,PROXY,BASE,,0.0
smoke-base-000086,QUANT_V1,BTC,4h,NORMAL_VOL-STRONG_UP,EXPLORATION,PROXY,BASE,,0.0
smoke-base-000087,CONTROL,ETH,4h,NORMAL_VOL-STRONG_UP,EXPLORATION,PROXY,BASE,,0.0
smoke-base-000087,QUANT_V1,ETH,4h,NORMAL_VOL-STRONG_UP,EXPLORATION,PROXY,BASE,,0.0
smoke-base-000088,CONTROL,BTC,5m,HIGH_VOL-STRONG_DOWN,EXPLORATION,EXACT,BASE,,0.0
smoke-base-000088,QUANT_V1,BTC,5m,HIGH_VOL-STRONG_DOWN,EXPLORATION,EXACT,BASE,,0.0
smoke-base-000089,CONTROL,ETH,5m,HIGH_VOL-STRONG_DOWN,EXPLORATION,EXACT,BASE,,0.0
smoke-base-000089,QUANT_V1,ETH,5m,HIGH_VOL-STRONG_DOWN,EXPLORATION,EXACT,BASE,,0.0
smoke-base-000090,CONTROL,BTC,15m,HIGH_VOL-STRONG_DOWN,EXPLORATION,EXACT,BASE,,0.0
smoke-base-000090,QUANT_V1,BTC,15m,HIGH_VOL-STRONG_DOWN,EXPLORATION,EXACT,BASE,,0.0
smoke-base-000091,CONTROL,ETH,15m,HIGH_VOL-STRONG_DOWN,EXPLORATION,EXACT,BASE,,0.0
smoke-base-000091,QUANT_V1,ETH,15m,HIGH_VOL-STRONG_DOWN,EXPLORATION,EXACT,BASE,,0.0
smoke-base-000092,CONTROL,BTC,1h,HIGH_VOL-STRONG_DOWN,EXPLORATION,PROXY,BASE,,0.0
smoke-base-000092,QUANT_V1,BTC,1h,HIGH_VOL-STRONG_DOWN,EXPLORATION,PROXY,BASE,,0.0
smoke-base-000093,CONTROL,ETH,1h,HIGH_VOL-STRONG_DOWN,EXPLORATION,PROXY,BASE,,0.0
smoke-base-000093,QUANT_V1,ETH,1h,HIGH_VOL-STRONG_DOWN,EXPLORATION,PROXY,BASE,,0.0
smoke-base-000094,CONTROL,BTC,4h,HIGH_VOL-STRONG_DOWN,EXPLORATION,PROXY,BASE,,0.0
smoke-base-000094,QUANT_V1,BTC,4h,HIGH_VOL-STRONG_DOWN,EXPLORATION,PROXY,BASE,,0.0
smoke-base-000095,CONTROL,ETH,4h,HIGH_VOL-STRONG_DOWN,EXPLORATION,PROXY,BASE,,0.0
smoke-base-000095,QUANT_V1,ETH,4h,HIGH_VOL-STRONG_DOWN,EXPLORATION,PROXY,BASE,,0.0
smoke-base-000096,CONTROL,BTC,5m,LOW_VOL-SIDEWAYS,VALIDATION,EXACT,BASE,,0.0
smoke-base-000096,QUANT_V1,BTC,5m,LOW_VOL-SIDEWAYS,VALIDATION,EXACT,BASE,,0.0
smoke-base-000097,CONTROL,ETH,5m,LOW_VOL-SIDEWAYS,VALIDATION,EXACT,BASE,,0.0
smoke-base-000097,QUANT_V1,ETH,5m,LOW_VOL-SIDEWAYS,VALIDATION,EXACT,BASE,,0.0
smoke-base-000098,CONTROL,BTC,15m,LOW_VOL-SIDEWAYS,VALIDATION,EXACT,BASE,,0.0
smoke-base-000098,QUANT_V1,BTC,15m,LOW_VOL-SIDEWAYS,VALIDATION,EXACT,BASE,,0.0
smoke-base-000099,CONTROL,ETH,15m,LOW_VOL-SIDEWAYS,VALIDATION,EXACT,BASE,,0.0
smoke-base-000099,QUANT_V1,ETH,15m,LOW_VOL-SIDEWAYS,VALIDATION,EXACT,BASE,,0.0
